,EVENT,DATE,LOCATION,BOUT,WINNER,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
7807,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Gary Goodridge  vs  Andre Roberts,Gary Goodridge,Heavyweight Bout,KO/TKO,1,0:43,1 Rnd + OT (12-3),John McCarthy,Punches to Head At DistanceSubmission to Strikes,http://ufcstats.com/fight-details/28f31c3fd7afe737
7808,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Jeremy Horn  vs  Chuck Liddell,Jeremy Horn,Middleweight Bout,Submission,1,12:00,1 Rnd + OT (12-3),John McCarthy,Arm Triangle From Half GuardTechnical Submission,http://ufcstats.com/fight-details/b26c2f616c9436fb
7809,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Kevin Randleman  vs  Maurice Smith,Kevin Randleman,Heavyweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/997753de17f81e3a
7810,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Evan Tanner  vs  Valeri Ignatov,Evan Tanner,Middleweight Bout,KO/TKO,1,2:58,1 Rnd + OT (12-3),John McCarthy,Elbows to Head From Mount ,http://ufcstats.com/fight-details/25215e8c06d7d63f
7811,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Pete Williams  vs  Jason Godsey,Pete Williams,Heavyweight Bout,Submission,1,1:56,1 Rnd + OT (12-3),Tony Mullinax,Kneebar From Half Guard ,http://ufcstats.com/fight-details/9a38c18f00bb8b8e
7812,UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",Sione Latu  vs  Joey Roberts,Sione Latu,Heavyweight Bout,TKO - Doctor's Stoppage,1,10:01,1 Rnd + OT (12-3),Tony Mullinax,Facial Cuts,http://ufcstats.com/fight-details/03afd7b6a217aaac
7813,UFC 18: The Road To The Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Bas Rutten  vs  Tsuyoshi Kohsaka,Bas Rutten,Heavyweight Bout,KO/TKO,2,2:15,1 Rnd + OT (12-3),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/3fc4d9f17be8d003
7814,UFC 18: The Road To The Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Pat Miletich  vs  Jorge Patino,Pat Miletich,UFC Welterweight Title Bout,Decision - Unanimous,3,3:00,1 Rnd + 2OT (15-3-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/453118d7f05be814
7815,UFC 18: The Road To The Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Pedro Rizzo  vs  Mark Coleman,Pedro Rizzo,Heavyweight Bout,Decision - Split,2,3:00,1 Rnd + OT (12-3),John McCarthy,Split Decision,http://ufcstats.com/fight-details/86090172facd6cf7
7816,UFC 18: The Road To The Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Tito Ortiz  vs  Jerry Bohlander,Tito Ortiz,Middleweight Bout,TKO - Doctor's Stoppage,2,2:31,1 Rnd + OT (12-3),John McCarthy,Facial Cut,http://ufcstats.com/fight-details/6c15d41df17349c9
7817,UFC 18: The Road To The Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Mikey Burnett  vs  Townsend Saunders,Mikey Burnett,Lightweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),Tony Mullinax,Unanimous Decision,http://ufcstats.com/fight-details/48fccedc8889a473
7818,UFC 18: The Road To The Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Evan Tanner  vs  Darrel Gholar,Evan Tanner,Middleweight Bout,Submission,1,7:57,1 Rnd + OT (12-3),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/fb8e8d1a734b6fe8
7819,UFC 18: The Road To The Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",Laverne Clark  vs  Frank Caracci,Laverne Clark,Lightweight Bout,KO/TKO,1,6:52,1 Rnd + OT (12-3),Tony Mullinax,Punches to Head From GuardSubmission to Strikes,http://ufcstats.com/fight-details/0cf7636471fc5e45
7820,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Frank Shamrock  vs  John Lober,Frank Shamrock,UFC Light Heavyweight Title Bout,Submission,1,7:40,1 Rnd + 2OT (15-3-3),John McCarthy,Neck Crank From Guard ,http://ufcstats.com/fight-details/c8a04210d832a928
7821,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Vitor Belfort  vs  Wanderlei Silva,Vitor Belfort,Middleweight Bout,KO/TKO,1,0:44,1 Rnd + OT (12-3),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/3261bd16c10e3014
7822,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Pedro Rizzo  vs  David Abbott,Pedro Rizzo,Heavyweight Bout,KO/TKO,1,8:07,1 Rnd + OT (12-3),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/f85bbc760000f001
7823,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Pat Miletich  vs  Mikey Burnett,Pat Miletich,UFC Welterweight Title Bout,Decision - Split,3,3:00,1 Rnd + 2OT (15-3-3),John McCarthy,Split Decision,http://ufcstats.com/fight-details/07423d10cc23bfeb
7824,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Tsuyoshi Kohsaka  vs  Pete Williams,Tsuyoshi Kohsaka,Heavyweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/dbdad3eb157703bc
7825,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Ebenezer Fontes Braga  vs  Jeremy Horn,Ebenezer Fontes Braga,Middleweight Bout,Submission,1,3:27,1 Rnd + OT (12-3),John McCarthy,Guillotine Choke Standing ,http://ufcstats.com/fight-details/b6de61e312dbb1db
7826,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Tulio Palhares  vs  Adriano Santos,Tulio Palhares,Middleweight Bout,KO/TKO,1,9:00,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Mount ,http://ufcstats.com/fight-details/35b871e0bdc1415b
7827,UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",Cesar Marscucci  vs  Paulo Santos,Cesar Marscucci,Lightweight Bout,KO/TKO,1,10:27,1 Rnd + OT (12-3),John McCarthy,to ,http://ufcstats.com/fight-details/635fbf57001897c7
7828,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Frank Shamrock  vs  Jeremy Horn,Frank Shamrock,UFC Light Heavyweight Title Bout,Submission,2,1:28,1 Rnd + 2OT (15-3-3),John McCarthy,Kneebar From Bottom Back Control ,http://ufcstats.com/fight-details/1d3c1dedfba6eddc
7829,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Pete Williams  vs  Mark Coleman,Pete Williams,Heavyweight Bout,KO/TKO,2,0:38,1 Rnd + OT (12-3),John McCarthy,Kick to Head At Distance ,http://ufcstats.com/fight-details/a4d8e991ec42b048
7830,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Dan Henderson  vs  Carlos Newton,Dan Henderson,UFC 17 Middleweight Tournament Title Bout,Decision - Split,2,3:00,1 Rnd + OT (12-3),John McCarthy,Split Decision,http://ufcstats.com/fight-details/17526cb9fb6072ef
7831,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",David Abbott  vs  Hugo Duarte,David Abbott,Heavyweight Bout,KO/TKO,1,0:43,1 Rnd + OT (12-3),John McCarthy,Punches to Head On Ground ,http://ufcstats.com/fight-details/1e14e79a477f2357
7832,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Mike van Arsdale  vs  Joe Pardo,Mike van Arsdale,Heavyweight Bout,Submission,1,11:01,1 Rnd + OT (12-3),John McCarthy,Keylock From Side Control ,http://ufcstats.com/fight-details/74dcccd3d2f487a1
7833,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Carlos Newton  vs  Bob Gilstrap,Carlos Newton,Middleweight Bout,Submission,1,0:52,1 Rnd + OT (12-3),Joe Hamilton,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/8d83354075a937f2
7834,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Dan Henderson  vs  Allan Goes,Dan Henderson,Middleweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),Joe Hamilton,Unanimous Decision,http://ufcstats.com/fight-details/21aa163b80e504f9
7835,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Andre Roberts  vs  Harry Moskowitz,Andre Roberts,Heavyweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/8b258bbb37f74a66
7836,UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",Chuck Liddell  vs  Noe Hernandez,Chuck Liddell,Middleweight Bout,Decision - Unanimous,1,12:00,1 Rnd (12),Joe Hamilton,Unanimous Decision,http://ufcstats.com/fight-details/ea535b46e0f69ad3
7837,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Frank Shamrock  vs  Igor Zinoviev,Frank Shamrock,UFC Light Heavyweight Title Bout,KO/TKO,1,0:22,1 Rnd + 2OT (15-3-3),John McCarthy,Slam to On Ground ,http://ufcstats.com/fight-details/f32f823658478705
7838,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Tsuyoshi Kohsaka  vs  Kimo Leopoldo,Tsuyoshi Kohsaka,Heavyweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/b55481006297ba05
7839,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Pat Miletich  vs  Chris Brennan,Pat Miletich,Lightweight Bout,Submission,1,9:02,1 Rnd + OT (12-3),John McCarthy,Shoulder Choke From Half Guard ,http://ufcstats.com/fight-details/16f25f0808db6f77
7840,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Jerry Bohlander  vs  Kevin Jackson,Jerry Bohlander,Middleweight Bout,Submission,1,10:23,1 Rnd + OT (12-3),John McCarthy,Armbar From Bottom GuardTechnical Submission,http://ufcstats.com/fight-details/db936df21e61209e
7841,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Pat Miletich  vs  Townsend Saunders,Pat Miletich,Lightweight Bout,Decision - Split,2,3:00,1 Rnd + OT (12-3),Joe Hamilton,Split Decision,http://ufcstats.com/fight-details/43885ee6cc5ed241
7842,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Mikey Burnett  vs  Eugenio Tadeu,Mikey Burnett,Lightweight Bout,KO/TKO,1,9:45,1 Rnd + OT (12-3),Joe Hamilton,Punches to Head At Distance ,http://ufcstats.com/fight-details/a3a328ca117184df
7843,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Chris Brennan  vs  Courtney Turner,Chris Brennan,Lightweight Bout,Submission,1,1:20,1 Rnd (12),John McCarthy,Armbar ,http://ufcstats.com/fight-details/4bce0ce561a65288
7844,UFC 16: Battle In The Bayou,"March 13, 1998","New Orleans, Louisiana, USA",Laverne Clark  vs  Josh Stuart,Laverne Clark,Lightweight Bout,KO/TKO,1,1:15,1 Rnd (12),John McCarthy,to ,http://ufcstats.com/fight-details/b80872821bc4f6ba
7845,UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",Randy Couture  vs  Maurice Smith,Randy Couture,UFC Heavyweight Title Bout,Decision - Majority,3,3:00,1 Rnd + 2OT (15-3-3),John McCarthy,Majority Decision,http://ufcstats.com/fight-details/748657d9ba9d7c71
7846,UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",Kazushi Sakuraba  vs  Marcus Silveira,Kazushi Sakuraba,Ultimate Japan Heavyweight Tournament Title Bout,Submission,1,3:44,1 Rnd + OT (12-3),John McCarthy,Armbar From Side Control ,http://ufcstats.com/fight-details/ec1bda9a4c2aab42
7847,UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",Vitor Belfort  vs  Joe Charles,Vitor Belfort,Heavyweight Bout,Submission,1,4:03,1 Rnd + OT (12-3),John McCarthy,Armbar From Mount ,http://ufcstats.com/fight-details/5c3542260741c6bc
7848,UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",Frank Shamrock  vs  Kevin Jackson,Frank Shamrock,UFC Light Heavyweight Title Bout,Submission,1,0:16,1 Rnd + 2OT (15-3-3),John McCarthy,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/e0c636beed345e1d
7849,UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",Kazushi Sakuraba  vs  Marcus Silveira,No Contest,Heavyweight Bout,Overturned,1,1:51,1 Rnd + OT (12-3),John McCarthy,Early Stoppage,http://ufcstats.com/fight-details/2750ac5854e8b28b
7850,UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",David Abbott  vs  Yoji Anjo,David Abbott,Heavyweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/764e492b55c0ec40
7851,UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",Tra Telligman  vs  Brad Kohler,Tra Telligman,Heavyweight Bout,Submission,1,10:05,1 Rnd (12),Joe Hamilton,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/0e0629a1503125a6
7852,UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",Maurice Smith  vs  David Abbott,Maurice Smith,UFC Heavyweight Title Bout,Submission,1,8:08,1 Rnd + 2OT (15-3-3),John McCarthy,OtherFatigue,http://ufcstats.com/fight-details/b3cafb4e6e1b2ad0
7853,UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",Mark Kerr  vs  Dwayne Cason,Mark Kerr,UFC 15 Heavyweight Tournament Title Bout,Submission,1,0:53,1 Rnd + 2OT (15-3-3),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/1c1f8f281b2065e0
7854,UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",Randy Couture  vs  Vitor Belfort,Randy Couture,Heavyweight Bout,KO/TKO,1,8:16,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/b5e49b35bc25c5a9
7855,UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",Dave Beneteau  vs  Carlos Barreto,Dave Beneteau,Heavyweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/3bd789bcfb12368d
7856,UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",Mark Kerr  vs  Greg Stott,Mark Kerr,Heavyweight Bout,KO/TKO,1,0:17,1 Rnd + OT (12-3),John McCarthy,Knee to Head In Clinch ,http://ufcstats.com/fight-details/6603f1d60bfeefa9
7857,UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",Dwayne Cason  vs  Houston Dorr,Dwayne Cason,Heavyweight Bout,KO/TKO,1,3:43,1 Rnd (12),Joe Hamilton,Punches to Head From Guard ,http://ufcstats.com/fight-details/da77ead135cb4f17
7858,UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",Alex Hunter  vs  Harry Moskowitz,Alex Hunter,Heavyweight Bout,Decision - Split,1,12:00,1 Rnd (12),Joe Hamilton,Split Decision,http://ufcstats.com/fight-details/c99e302777049f2d
7859,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Maurice Smith  vs  Mark Coleman,Maurice Smith,UFC Heavyweight Title Bout,Decision - Unanimous,3,3:00,1 Rnd + 2OT (15-3-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/1a5171802bf3bce6
7860,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Mark Kerr  vs  Dan Bobish,Mark Kerr,UFC 14 Heavyweight Tournament Title Bout,Submission,1,1:38,1 Rnd + 2OT (15-3-3),John McCarthy,Other From MountChin to Eye,http://ufcstats.com/fight-details/1f561a3e35a9b48a
7861,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Kevin Jackson  vs  Tony Fryklund,Kevin Jackson,UFC 14 Middleweight Tournament Title Bout,Submission,1,0:44,1 Rnd + OT (12-3),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/c92596c3143db25b
7862,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Dan Bobish  vs  Brian Johnston,Dan Bobish,Heavyweight Bout,Submission,1,2:10,1 Rnd + OT (12-3),John McCarthy,Forearm Choke On Ground ,http://ufcstats.com/fight-details/3f6c0a76407e1863
7863,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Mark Kerr  vs  Moti Horenstein,Mark Kerr,Heavyweight Bout,KO/TKO,1,2:22,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/f44aa569b4eec404
7864,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Kevin Jackson  vs  Todd Butler,Kevin Jackson,Lightweight Bout,KO/TKO,1,1:27,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Back ControlSubmission to Strikes,http://ufcstats.com/fight-details/e0a11799d3446b87
7865,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Joe Moreira  vs  Yuri Vaulin,Joe Moreira,Lightweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/6158150558be0edf
7866,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Alex Hunter  vs  Sam Fulton,Alex Hunter,Heavyweight Bout,Submission,1,2:30,1 Rnd + OT (12-3),Joe Hamilton,OtherPosition - Back Control,http://ufcstats.com/fight-details/f373e50e2fab3d5f
7867,UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",Tony Fryklund  vs  Donnie Chappell,Tony Fryklund,Lightweight Bout,Submission,1,1:31,1 Rnd + OT (12-3),Joe Hamilton,Other - Choke From MountStrangle Choke,http://ufcstats.com/fight-details/1586c14f26880553
7868,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Vitor Belfort  vs  David Abbott,Vitor Belfort,Heavyweight Bout,KO/TKO,1,0:52,1 Rnd + 2OT (15-3-3),John McCarthy,Punches to Head On Ground ,http://ufcstats.com/fight-details/0e16795e385e76a7
7869,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Randy Couture  vs  Steven Graham,Randy Couture,UFC 13 Heavyweight Tournament Title Bout,KO/TKO,1,3:13,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Back Control ,http://ufcstats.com/fight-details/4165dd0c39926e2f
7870,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Guy Mezger  vs  Tito Ortiz,Guy Mezger,UFC 13 Lightweight Tournament Title Bout,Submission,1,2:00,1 Rnd + OT (12-3),John McCarthy,Guillotine Choke After Drop to Ground ,http://ufcstats.com/fight-details/86f566f142593667
7871,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Randy Couture  vs  Tony Halme,Randy Couture,Heavyweight Bout,Submission,1,0:56,1 Rnd + OT (12-3),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/75d16f9eae9c6ea6
7872,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Steven Graham  vs  Dmitri Stepanov,Steven Graham,Heavyweight Bout,Submission,1,1:30,1 Rnd + OT (12-3),John McCarthy,Keylock From Side Control ,http://ufcstats.com/fight-details/e3255c742fff811c
7873,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Enson Inoue  vs  Royce Alger,Enson Inoue,Lightweight Bout,Submission,1,1:36,1 Rnd + OT (12-3),John McCarthy,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/90557b479ce1c2a7
7874,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Guy Mezger  vs  Christophe Leninger,Guy Mezger,Lightweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/45e49fe8d3d1bfb5
7875,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Jack Nilson  vs  Saeed Hosseini,Jack Nilson,Lightweight Bout,KO/TKO,1,1:23,1 Rnd + OT (12-3),Joe Hamilton,Elbows to Head From Back Control ,http://ufcstats.com/fight-details/0473ef44197be419
7876,UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",Tito Ortiz  vs  Wes Albritton,Tito Ortiz,Lightweight Bout,KO/TKO,1,0:31,1 Rnd + OT (12-3),Joe Hamilton,Punches to Head From Mount ,http://ufcstats.com/fight-details/f3c33d0b7a087eaf
7877,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Mark Coleman  vs  Dan Severn,Mark Coleman,UFC Heavyweight Title Bout,Submission,1,2:57,1 Rnd + 2OT (15-3-3),John McCarthy,Scarf Hold From Side Control ,http://ufcstats.com/fight-details/3e813ba25895913d
7878,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Vitor Belfort  vs  Scott Ferrozzo,Vitor Belfort,Heavyweight Bout,KO/TKO,1,0:43,1 Rnd + 2OT (15-3-3),John McCarthy,Punches to Head On Ground ,http://ufcstats.com/fight-details/fa347a9ac9d0558c
7879,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Jerry Bohlander  vs  Nick Sanzo,Jerry Bohlander,Lightweight Bout,Submission,1,0:39,1 Rnd + 2OT (15-3-3),John McCarthy,Neck Crank From Crucifix ,http://ufcstats.com/fight-details/2963e9a4b8c10bc9
7880,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Vitor Belfort  vs  Tra Telligman,Vitor Belfort,Heavyweight Bout,KO/TKO,1,1:17,1 Rnd + OT (12-3),John McCarthy,Elbows to Head From Side ControlSubmission to Strikes,http://ufcstats.com/fight-details/b28809d58f8c18fd
7881,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Scott Ferrozzo  vs  Jim Mullen,Scott Ferrozzo,Heavyweight Bout,KO/TKO,1,8:02,1 Rnd + OT (12-3),John McCarthy,Knees to Head On Ground ,http://ufcstats.com/fight-details/72e7d6d5328bc3d6
7882,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Yoshiki Takahashi  vs  Wallid Ismail,Yoshiki Takahashi,Lightweight Bout,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,Unanimous Decision,http://ufcstats.com/fight-details/e45feb9866eb2da7
7883,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Jerry Bohlander  vs  Rainy Martinez,Jerry Bohlander,Lightweight Bout,Submission,1,1:24,1 Rnd + OT (12-3),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/18af785da73b5996
7884,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Justin Martin  vs  Eric Martin,Justin Martin,Heavyweight Bout,Submission,1,0:14,1 Rnd + OT (12-3),John McCarthy,Heel Hook ,http://ufcstats.com/fight-details/77bf1e37929b0d59
7885,UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",Nick Sanzo  vs  Jackie Lee,Nick Sanzo,Lightweight Bout,KO/TKO,1,0:48,1 Rnd + OT (12-3),John McCarthy,to ,http://ufcstats.com/fight-details/565ecefd8a37ad7e
7886,UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",Don Frye  vs  David Abbott,Don Frye,Ultimate Ultimate '96 Tournament Title Bout,Submission,1,1:22,1 Rnd + 2OT (15-3-3),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/d595d2c36ddba8ee
